News Organization,Tweet Text,Positive Sentiment,Negative Sentiment,Neutral Sentiment,Compound Sentiment,Time of Tweet
nytimes,"Sooner or later, the U.S. and Afghanistan will find themselves facing one of Afghanistan’s endgames — whether by ch… https://t.co/LnLUnMCCxw",0.0,0.0,1.0,0.0,2018-02-02 07:50:08+00:00
CNN,"From Hillary Clinton to Carly Fiorina, Maria Cantwell, Sarah Palin and Patty Murray: A brief history of female poli… https://t.co/lhCAEMwHVr",0.0,0.0,1.0,0.0,2018-02-02 08:01:03+00:00
BBCWorld,Trump memo: Ryan plays down impact on Russia inquiry https://t.co/nfwR371umR,0.182,0.0,0.818,0.25,2018-02-02 08:01:39+00:00
nytimes,"South Korea plans to field up to 60,000 security personnel each day of the Winter Games – more than twice the numbe… https://t.co/XNzdtHpVK3",0.103,0.0,0.897,0.34,2018-02-02 08:07:54+00:00
BBCWorld,"RT @BBCNews: Meghan Markle sees the funny side in an awards ceremony mix-up.

Things didn't go to script at an event to honour inspirationa…",0.314,0.0,0.686,0.8625,2018-02-02 08:19:14+00:00
nytimes,"From @nytopinion: The right-wing war on empiricism has spread from media and science to the FBI, argues… https://t.co/tPcfv9Ecjt",0.0,0.187,0.813,-0.5994,2018-02-02 08:24:25+00:00
BBCWorld,RT @bbcdavideades: Auction time for Premier League football tv rights....so - would you pay more to keep watching the footie? #BBCBizLive,0.0,0.069,0.931,-0.1027,2018-02-02 08:28:50+00:00
CNN,"Many veterans who served in the Iraq and Afghanistan wars aren't getting the mental health care they need, a new in… https://t.co/o9W2f4sS3b",0.124,0.14,0.736,-0.1027,2018-02-02 08:31:02+00:00
CNN,"An upcoming 107,000 square-foot museum will feature digital art that visitors can interact with:… https://t.co/xc2FeSZrVU",0.0,0.0,1.0,0.0,2018-02-02 08:32:42+00:00
nytimes,The Pentagon worries that the White House is moving too hastily toward military action on North Korea that could es… https://t.co/e4UKOV1CLo,0.0,0.123,0.877,-0.4215,2018-02-02 08:39:03+00:00
CNN,"Canada's Senate has passed a bill making the country's national anthem ""O Canada"" gender-neutral… https://t.co/vujFtVfVeB",0.0,0.0,1.0,0.0,2018-02-02 08:53:53+00:00
nytimes,RT @SherylNYT: Is Devin Nunes “Trump’s Stooge?” Or a GOP hero? My report with @AllMattNYT  https://t.co/EQ0rLa0WPs,0.22,0.0,0.78,0.6072,2018-02-02 08:54:05+00:00
BBCWorld,"With parts of Paris still under water, these wakeboarders have been practising their sport in a flooded street… https://t.co/9vbxlG1sdV",0.0,0.0,1.0,0.0,2018-02-02 08:58:49+00:00
CNN,"Connie Sawyer, who was the oldest working actress in Hollywood, has died at age 105. She had remained in acting wel… https://t.co/JmwVkNat5e",0.0,0.146,0.854,-0.5574,2018-02-02 09:01:04+00:00
BBCWorld,Helicopters collide in fatal France crash https://t.co/qXGqAj6hto,0.0,0.652,0.348,-0.7579,2018-02-02 09:05:56+00:00
CNN,"Fidel Castro's eldest son, who was known as ""Fidelito"" or little Fidel, took his own life on Thursday, Cuban state… https://t.co/HZganLmBPk",0.0,0.0,1.0,0.0,2018-02-02 09:08:06+00:00
BBCWorld,Africa's week in pictures: 26 January - 2 February 2018 https://t.co/kyf7NgbQfS,0.0,0.0,1.0,0.0,2018-02-02 09:13:57+00:00
nytimes,Opinion: How millennials are changing German politics https://t.co/DBezW7EMhe,0.0,0.0,1.0,0.0,2018-02-02 09:16:02+00:00
nytimes,"RT @RorySmith: And just because I’m a glutton for punishment, this is a piece on transfer culture, and why Tuesday and Wednesday - and Arse…",0.0,0.132,0.868,-0.4939,2018-02-02 09:31:05+00:00
CNN,"All of the more than 900 miners trapped in a South African gold mine have been rescued, officials say https://t.co/MGAkJH0dd8",0.121,0.147,0.733,-0.1531,2018-02-02 09:37:15+00:00
CNN,Calais remains home to hundreds of migrants despite the closure of the infamous Jungle camp in October 2016 https://t.co/0rv39KVdL8,0.0,0.0,1.0,0.0,2018-02-02 09:44:55+00:00
nytimes,"Lactalis has recalled more than 7,000 tons of potentially contaminated infant formula from more than 80 countries.… https://t.co/ZaK5cB5DKw",0.0,0.0,1.0,0.0,2018-02-02 09:45:05+00:00
CNN,"Speaker after speaker came forward, some in tears, recalling being sexually assaulted and unable to find help https://t.co/zJtrsvDCdd",0.117,0.23,0.652,-0.3818,2018-02-02 09:52:35+00:00
nytimes,"RT @nytimesworld: Darren Osborne, convicted of murder in a London mosque attack, had been bingeing for weeks on far-right material and “see…",0.0,0.291,0.709,-0.8316,2018-02-02 10:00:05+00:00
CNN,"For years, he's been urging people to stay in Afghanistan. Not anymore. https://t.co/IVsipIr4TT https://t.co/Js0DCHFdVr",0.0,0.0,1.0,0.0,2018-02-02 10:01:46+00:00
CNN,"So far, 2018 has been 2017 on steroids | Analysis by @CillizzaCNN  https://t.co/ODLR3SCbDC https://t.co/vcQ9OB0DLY",0.0,0.0,1.0,0.0,2018-02-02 10:12:31+00:00
nytimes,"Security is a top concern at every Olympics, but rarely do they take place in the shadow of a nuclear standoff https://t.co/rHomukJiUU",0.147,0.0,0.853,0.2732,2018-02-02 10:16:05+00:00
CNN,"Animal rights activists celebrated the move, but some scientists are concerned about what it means for the future o… https://t.co/rOUK8pbIM8",0.11,0.0,0.89,0.3291,2018-02-02 10:24:05+00:00
BBCWorld,Ninety migrants feared drowned off Libya https://t.co/M096phemLF,0.0,0.587,0.413,-0.7964,2018-02-02 10:24:26+00:00
nytimes,"What if your employer made you wear a wristband that tracked your every move, and that even nudged you when it judg… https://t.co/0jYdbDh1uo",0.0,0.0,1.0,0.0,2018-02-02 10:31:10+00:00
CNN,Mid-century modern + Palm Springs = glamour redefined https://t.co/jUQHHSTHvJ via @CNNstyle https://t.co/fYvqzzuzz6,0.274,0.0,0.726,0.5267,2018-02-02 10:36:15+00:00
BBCWorld,"RT @BBCNewsbeat: Grammy awards boss apologises for saying women need to ""step up""
https://t.co/9tCvSphhIL https://t.co/5wRNUpHkD9",0.27,0.0,0.73,0.5859,2018-02-02 10:36:26+00:00
nytimes,"Our film critics, looking at the complex history of black filmmaking in America, chose 28 essential works. We’ll be… https://t.co/MDKY3T2wBH",0.0,0.104,0.896,-0.296,2018-02-02 10:45:09+00:00
CNN,"Pregnant women still face workplace discrimination, despite legal protections https://t.co/iSvg8ccZrg",0.0,0.132,0.868,-0.0951,2018-02-02 10:48:48+00:00
BBCWorld,Jim Carrey won't face a civil trial over Cathriona White's death https://t.co/4lVtPsqNN7,0.0,0.281,0.719,-0.5994,2018-02-02 10:56:44+00:00
BBCWorld,New Zealand gannet 'no mates Nigel' dies alongside fake partner https://t.co/XKp08S96SC,0.0,0.371,0.629,-0.6486,2018-02-02 10:56:44+00:00
nytimes,"The borrowing limit will most likely need to be raised in early March after the ""extraordinary measures"" to extend… https://t.co/e7vEP796My",0.0,0.0,1.0,0.0,2018-02-02 11:00:35+00:00
CNN,23 pieces of Super Bowl trivia that are actually fascinating (even if you don't care about the Super Bowl)… https://t.co/x2smXB3TRc,0.378,0.088,0.535,0.8648,2018-02-02 11:01:35+00:00
BBCWorld,"RT @bbcthree: The woman who photobombed Beyonce: 'I think it's hysterical'
https://t.co/9eRMjr0Y0Y https://t.co/ASpjuOxiu0",0.0,0.084,0.916,-0.0258,2018-02-02 11:05:16+00:00
CNN,"Russia is warning its citizens that US intelligence services are on a ""hunt"" to detain Russian citizens traveling a… https://t.co/iZNrzBhvsw",0.128,0.214,0.658,-0.2732,2018-02-02 11:10:35+00:00
BBCWorld,"""Everybody's out"" 

All 955 workers trapped in South African gold mine are safely brought back to the surface… https://t.co/7s2zpjBuWQ",0.136,0.144,0.72,-0.0516,2018-02-02 11:13:30+00:00
nytimes,"The boy had been found crying in a market in a refugee camp. Obviously, something bad had happened to him, but to t… https://t.co/jK5gGKMYlM",0.0,0.177,0.823,-0.5106,2018-02-02 11:15:05+00:00
CNN,"The government ordered three major private channels pulled from air Tuesday over coverage of a symbolic ""swearing-i… https://t.co/7vn9aXWwVS",0.0,0.0,1.0,0.0,2018-02-02 11:16:06+00:00
BBCWorld,Meghan Markle laughs off awards ceremony mix-up https://t.co/Vkwxuuj7Rx,0.508,0.0,0.492,0.7351,2018-02-02 11:22:29+00:00
CNN,"Would you pay $6 for one banana? These have an edible peel, and they're meant to be softer and sweeter… https://t.co/9ieA9tqE2m",0.0,0.065,0.935,-0.1027,2018-02-02 11:27:44+00:00
nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/VS3SqiOPjZ https://t.co/x15x7ymQmC,0.0,0.0,1.0,0.0,2018-02-02 11:30:15+00:00
BBCWorld,International Criminal Court judges consider Afghanistan war crimes inquiry https://t.co/3XS3dKpzZM,0.0,0.477,0.523,-0.8074,2018-02-02 11:34:13+00:00
BBCWorld,Kiribati ferry disaster: Islands mourn 81 presumed victims https://t.co/JCgCstSKSL,0.0,0.605,0.395,-0.8481,2018-02-02 11:34:13+00:00
CNN,"Once a year, the Sistine Chapel gets a cleaning and check-up. It takes a whole month https://t.co/tEBzK1jIeE https://t.co/LPsAFzGCRz",0.0,0.0,1.0,0.0,2018-02-02 11:35:38+00:00
CNN,"Pizza shop workers took down an armed robber -- but when police took off his mask, they discovered he was their old… https://t.co/P6GwvoajW9",0.0,0.095,0.905,-0.3182,2018-02-02 11:40:43+00:00
nytimes,Fidel Ángel Castro Díaz-Balart played a prominent role in efforts to develop nuclear energy in Cuba https://t.co/tmFZIzDsey,0.343,0.0,0.657,0.7003,2018-02-02 11:44:03+00:00
CNN,"JUST IN: Two French army helicopters have collided, killing five https://t.co/ZVOz6tHQ0v https://t.co/6xdvUlcD5S",0.0,0.286,0.714,-0.6597,2018-02-02 11:53:57+00:00
BBCWorld,"RT @BBCtrending: ◾ ""Crisis actors""
◾ The ""deep state"" 
◾ ""False flag"" attacks

The people who think mass shootings are staged https://t.co/…",0.0,0.292,0.708,-0.7906,2018-02-02 11:55:37+00:00
nytimes,"Trump's eagerness to see the GOP memo made public pitted him against his own top national security officials, who h… https://t.co/3pB8r9aphX",0.277,0.0,0.723,0.7096,2018-02-02 12:00:34+00:00
CNN,"The onset of Alzheimer's can come as early as 30 years before the patient experiences any symptoms, so tests for ea… https://t.co/LBG1LKAYBK",0.0,0.0,1.0,0.0,2018-02-02 12:07:42+00:00
nytimes,A conversation with Scott Pruitt https://t.co/tKiyfriCyh,0.0,0.0,1.0,0.0,2018-02-02 12:10:05+00:00
BBCWorld,"RT @BBC_HaveYourSay: Thanks @AlastairMcA30 for sharing these wise words from terminally ill children in your care: 'Be kind, read books, la…",0.464,0.084,0.452,0.9118,2018-02-02 12:14:12+00:00
nytimes,Opinion: Trump is running a bottom-line presidency in which people who know better are asked to stay quiet in excha… https://t.co/EafqNsTXQh,0.132,0.0,0.868,0.4404,2018-02-02 12:20:04+00:00
CNN,"In a tweet, President Trump accuses FBI and DOJ leaders of favoring Democrats ahead of memo release… https://t.co/Dvv0MdKwER",0.139,0.119,0.743,0.1027,2018-02-02 12:21:24+00:00
nytimes,"The London mosque attacker had been bingeing for weeks on far-right material and ""seemed brainwashed,"" his girlfrie… https://t.co/E3CLMPUOFh",0.0,0.179,0.821,-0.5719,2018-02-02 12:29:04+00:00
nytimes,"President Trump accused law enforcement of politicizing investigations, hours before he was expected to allow the r… https://t.co/3FxckC2Xhc",0.095,0.109,0.796,-0.0772,2018-02-02 12:31:00+00:00
CNN,"Speaker after speaker came forward, some in tears, recalling being sexually assaulted and unable to find help https://t.co/zQIGEqbYEw",0.117,0.23,0.652,-0.3818,2018-02-02 12:35:33+00:00
nytimes,The board of the Humane Society decided to retain its CEO despite an investigation that has uncovered multiple hara… https://t.co/lpMhIxwuTy,0.0,0.0,1.0,0.0,2018-02-02 12:40:07+00:00
BBCWorld,RT @BBCBusiness: Bitcoin set for worst week since 2013 https://t.co/JY3BFPA7w5,0.0,0.313,0.687,-0.6249,2018-02-02 12:48:29+00:00
nytimes,The White House has grown frustrated by what it considers the Pentagon's reluctance to provide President Trump with… https://t.co/CGYVkXjthq,0.0,0.254,0.746,-0.7003,2018-02-02 12:49:08+00:00
CNN,A French dairy producer has admitted that the company may have been producing contaminated infant milk powder for w… https://t.co/NjVu7DX8d5,0.072,0.0,0.928,0.1027,2018-02-02 12:49:27+00:00
CNN,Punxsutawney Phil saw his shadow this morning -- welcome to six more weeks of winter https://t.co/gVCRcXjKiu https://t.co/0ABKLpV3Fs,0.158,0.0,0.842,0.4588,2018-02-02 12:55:08+00:00
nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/oDTp0MoSzS https://t.co/6AyejpbtdL,0.0,0.0,1.0,0.0,2018-02-02 13:00:23+00:00
CNN,"Former Director of National Intelligence James Clapper calls Republicans' push to release Nunes memo a ""blatant pol… https://t.co/Cxgqq2ajNq",0.162,0.0,0.838,0.4767,2018-02-02 13:08:49+00:00
nytimes,"Devin Nunes, the man behind a secret Republican memo, has won praise from party members he once called ""lemmings in… https://t.co/DXlHhn4W7K",0.37,0.0,0.63,0.875,2018-02-02 13:11:02+00:00
nytimes,"A Wisconsin teenager in the ""Slender Man"" stabbing case was sentenced to 40 years in a psychiatric hospital https://t.co/qQ7FEKRGT6",0.0,0.064,0.936,-0.0258,2018-02-02 13:20:10+00:00
CNN,"The onset of Alzheimer's can come as early as 30 years before the patient experiences any symptoms, so tests for ea… https://t.co/L8dp3Zh5mP",0.0,0.0,1.0,0.0,2018-02-02 13:23:35+00:00
BBCWorld,Sprawling Mayan network discovered under Guatemala jungle https://t.co/3UbvOonFce,0.0,0.0,1.0,0.0,2018-02-02 13:26:17+00:00
nytimes,"Jimmy Kimmel attacked Devin Nunes, a key figure in the release of the secret GOP memo. Our late-night roundup: https://t.co/TmGN2rcoa1",0.0,0.143,0.857,-0.4588,2018-02-02 13:30:18+00:00
BBCWorld,"RT @BBC_HaveYourSay: Some South Koreans are snubbing the 2018 Winter Olympics, inspired by a YouTube song https://t.co/XYdAfRq560",0.168,0.099,0.733,0.3182,2018-02-02 13:30:28+00:00
nytimes,"Breaking News: The U.S. economy added 200,000 jobs in January. It was the 88th straight month that hiring increased… https://t.co/ZAYyZIHcVO",0.091,0.0,0.909,0.2263,2018-02-02 13:36:54+00:00
CNN,Man sentenced to life for attack near London's Finsbury Park Mosque https://t.co/h77zdFmvGM,0.0,0.296,0.704,-0.4939,2018-02-02 13:37:17+00:00
nytimes,Do hangovers get worse as we age? https://t.co/MSdnwwqK6M,0.0,0.307,0.693,-0.4767,2018-02-02 13:40:05+00:00
nytimes,"A trucker intentionally drove his tractor-trailer off a roadway that runs through a 2,000-year-old United Nations W… https://t.co/OjCpF1OWcy",0.167,0.0,0.833,0.4215,2018-02-02 13:50:06+00:00
CNN,Iranian police have arrested 29 people for their involvement in protests against the country's compulsory headscarf… https://t.co/bgwKitQqAF,0.0,0.25,0.75,-0.6124,2018-02-02 13:51:13+00:00
BBCWorld,"Stunning time-lapse pictures show Guatemala's Volcan de Fuego erupting.

The volcano sent ash over a mile into the… https://t.co/3inRr07tw6",0.133,0.0,0.867,0.3818,2018-02-02 13:54:53+00:00
nytimes,"Nearly 50 people suspected of using and selling drugs were killed by officers in the past 2 months, the Philippine… https://t.co/HXpB5hnnzt",0.0,0.262,0.738,-0.7506,2018-02-02 14:00:17+00:00
BBCWorld,India principal 'puts students through trial by fire' https://t.co/gtba191PRe,0.0,0.231,0.769,-0.34,2018-02-02 14:03:29+00:00
CNN,At least 90 migrants are believed to have died after their boat sank off the coast of Libya https://t.co/MHCT8E6LJm,0.0,0.167,0.833,-0.5574,2018-02-02 14:06:40+00:00
BBCWorld,RT @bbcthree: Katie went from being a cheerleader to becoming one of the world's most recognisable freerunners. https://t.co/qs0PefQ1S3,0.106,0.0,0.894,0.2263,2018-02-02 14:12:44+00:00
BBCWorld,RT @bbcthree: Katie went from being a cheerleader to becoming one of the world's most recognisable freerunners. https://t.co/qs0PefQ1S3,0.106,0.0,0.894,0.2263,2018-02-02 14:12:44+00:00
nytimes,"RT @HannaIngber: An inside look at how journalists try to make sense of jobs day, by @bencasselman https://t.co/5Z26HQ9ICH",0.0,0.0,1.0,0.0,2018-02-02 14:16:01+00:00
nytimes,"Last month it seemed that Democrats might ride a giant tsunami to control of the House and Senate. Now, some are wo… https://t.co/9e6iUvA3TD",0.0,0.0,1.0,0.0,2018-02-02 14:16:05+00:00
CNN,JUST IN: Father of three daughters who were all assaulted by Larry Nassar tries to tackle the disgraced doctor in c… https://t.co/NZyAkdIOyx,0.0,0.242,0.758,-0.7506,2018-02-02 14:25:35+00:00
BBCWorld,Victim's father lunges at disgraced doctor https://t.co/JwgK38uaDd,0.0,0.333,0.667,-0.4588,2018-02-02 14:27:23+00:00
BBCWorld,Victim's father lunges at disgraced doctor https://t.co/JwgK38uaDd,0.0,0.333,0.667,-0.4588,2018-02-02 14:27:23+00:00
nytimes,"Video: What is a ""bloody nose"" strategy in North Korea? https://t.co/GhSxeXcnoH",0.0,0.244,0.756,-0.4404,2018-02-02 14:31:04+00:00
nytimes,"The Simpsons predicted the Trump presidency, the discovery of the Higgs boson particle and Disney’s takeover of Fox https://t.co/EK5ocLTOyz",0.0,0.0,1.0,0.0,2018-02-02 14:40:08+00:00
BBCWorld,"RT @BBCNews: Princess Eugenie will marry Jack Brooksbank on October 12 at St George's Chapel, Windsor Castle, her father Prince Andrew says…",0.0,0.0,1.0,0.0,2018-02-02 14:41:23+00:00
BBCWorld,"RT @BBCNews: Princess Eugenie will marry Jack Brooksbank on October 12 at St George's Chapel, Windsor Castle, her father Prince Andrew says…",0.0,0.0,1.0,0.0,2018-02-02 14:41:23+00:00
nytimes,"""For probably, say, five minutes in actual, real time, I thought I was going to be a Super Bowl champion. And then,… https://t.co/nYWf9y4cSw",0.302,0.0,0.698,0.8316,2018-02-02 14:49:04+00:00
nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/89lgwl53d1 https://t.co/AGSKJqLiM4,0.0,0.0,1.0,0.0,2018-02-02 15:00:28+00:00
CNN,The tax cut is a $6 billion gift to Exxon https://t.co/02J48z2JwN,0.223,0.162,0.615,0.2023,2018-02-02 15:02:38+00:00
nytimes,"RT @matthewhaag: “We’d have no C.E.O.s and no executives of American companies if none of them had affairs,” Humane Society board member sa…",0.0,0.173,0.827,-0.5267,2018-02-02 15:08:54+00:00
nytimes,"The second line of Canada's anthem will soon become ""True patriot love in all of us command"" rather than ""in all th… https://t.co/RjreK5q3Lu",0.25,0.0,0.75,0.7906,2018-02-02 15:10:03+00:00
CNN,Why a high school that's just 5% black is raising the Black Lives Matter flag https://t.co/PUuxH963S6 https://t.co/S8uB7iwpTn,0.068,0.0,0.932,0.0258,2018-02-02 15:11:24+00:00
BBCWorld,Father whose daughters were abused by disgraced US gymnastics doctor Larry Nassar tries to attack him in Michigan c… https://t.co/rqUv3iq7ya,0.0,0.356,0.644,-0.8555,2018-02-02 15:16:19+00:00
BBCWorld,Father whose daughters were abused by disgraced US gymnastics doctor Larry Nassar tries to attack him in Michigan c… https://t.co/rqUv3iq7ya,0.0,0.356,0.644,-0.8555,2018-02-02 15:16:19+00:00
nytimes,"A bill in Poland sets prison penalties for using phrases like ""Polish death camps"" to refer to concentration camps… https://t.co/iivhPvXqlt",0.097,0.28,0.623,-0.6908,2018-02-02 15:20:11+00:00
CNN,Punxsutawney Phil saw his shadow this morning -- welcome to six more weeks of winter https://t.co/9oSp0rhizm https://t.co/PwgzpYaMuK,0.158,0.0,0.842,0.4588,2018-02-02 15:22:40+00:00
nytimes,Opinion: Don't believe the liberal FBI https://t.co/7dDPM6wA6L,0.0,0.0,1.0,0.0,2018-02-02 15:30:20+00:00
CNN,'Black Panther' is outselling every previous superhero film in advance ticket sales https://t.co/OM77wOHNY2 https://t.co/6LXZjN2i0A,0.0,0.0,1.0,0.0,2018-02-02 15:34:09+00:00
BBCWorld,"It's #GroundhogDay  

Punxsutawney Phil has made his prediction, so will it be a long winter or is warmer weather j… https://t.co/BwFmiLaPOT",0.104,0.0,0.896,0.296,2018-02-02 15:39:24+00:00
BBCWorld,"It's #GroundhogDay  

Punxsutawney Phil has made his prediction, so will it be a long winter or is warmer weather j… https://t.co/BwFmiLaPOT",0.104,0.0,0.896,0.296,2018-02-02 15:39:24+00:00
FoxNews,Media’s longtime crusade for transparency ends with Nunes memo as ‘The Post’ remains in theaters https://t.co/NgAdAH7S3a,0.0,0.0,1.0,0.0,2018-02-02 15:40:46+00:00
nytimes,"RT @LizAldermanNYT: ""My baby almost died."" How did corporate lapses and lax oversight allow hundreds of babies to get sick in France from s…",0.07,0.121,0.809,-0.34,2018-02-02 15:44:05+00:00
FoxNews,Larry Nassar almost attacked by victim's father in dramatic courtroom scene https://t.co/urqqWTYDjB,0.0,0.197,0.803,-0.4033,2018-02-02 15:45:12+00:00
CNN,Secretary of Defense James Mattis warns the Syrian regime against the use of chemical weapons… https://t.co/PoQkIE95Yc,0.089,0.083,0.828,0.0258,2018-02-02 15:45:13+00:00
FoxNews,"CEO Donna Mincey: ""We have 300 employees and we're giving $1,000 bonuses to the people who've been there 10 years o… https://t.co/su33cKtBp5",0.231,0.0,0.769,0.7184,2018-02-02 15:45:26+00:00
FoxNews,".@McCormackJohn: ""@HillaryClinton's 'Deplorables' line was insulting basically 25% of all voters as being racist or… https://t.co/acM2AJAWr0",0.0,0.34,0.66,-0.802,2018-02-02 15:50:08+00:00
FoxNews,Poll: 55% say @POTUS legislative agenda is successful. https://t.co/MXgJ3pUblK,0.322,0.0,0.678,0.5859,2018-02-02 15:53:32+00:00
FoxNews,Poll: 2018 Congressional ballot. https://t.co/DqgsTo7QeB,0.0,0.0,1.0,0.0,2018-02-02 15:54:04+00:00
CNN,Former first lady Michelle Obama is poised to make her first major speech since leaving office today https://t.co/wdwKC5zRW8,0.105,0.0,0.895,0.25,2018-02-02 15:55:03+00:00
BBCWorld,Maldives ex-leader Mohamed Nasheed to contest elections https://t.co/g9r9tmznex,0.0,0.0,1.0,0.0,2018-02-02 15:58:48+00:00
BBCWorld,Maldives ex-leader Mohamed Nasheed to contest elections https://t.co/g9r9tmznex,0.0,0.0,1.0,0.0,2018-02-02 15:58:48+00:00
BBCWorld,"RT @BBCAfrica: Room in the tomb? ⚰

Archaeologists in Egypt are searching for a hidden chamber in Tutankhamun’s burial site.

https://t.co/…",0.0,0.0,1.0,0.0,2018-02-02 16:00:23+00:00
BBCWorld,"RT @BBCAfrica: Room in the tomb? ⚰

Archaeologists in Egypt are searching for a hidden chamber in Tutankhamun’s burial site.

https://t.co/…",0.0,0.0,1.0,0.0,2018-02-02 16:00:23+00:00
FoxNews,Puppy Bowl to feature animals rescued from areas impacted by hurricanes https://t.co/qarvak35C5,0.203,0.0,0.797,0.4215,2018-02-02 16:00:46+00:00
FoxNews,Cousin of murdered Canadian billionaire says he fantasized about decapitating him https://t.co/w8fxlZOVaO,0.0,0.286,0.714,-0.6597,2018-02-02 16:01:24+00:00
nytimes,A father of 2 women who spoke at the sentencing hearing of Larry Nassar lunged at him across a courtroom https://t.co/od7aeIgf5k,0.0,0.086,0.914,-0.1531,2018-02-02 16:03:09+00:00
FoxNews,"RT @FoxBusiness: .@cherylcasone and @JackBrewerBSI are at the Super Bowl Experience in Minneapolis, which includes a towed sleigh ride. htt…",0.178,0.0,0.822,0.5994,2018-02-02 16:05:20+00:00
FoxNews,"TRIBUTE TO HEROES: Military veteran amputee athletes and former @NFL players participated in the annual ""Tribute to… https://t.co/Y6ChN0a6I3",0.192,0.0,0.808,0.6166,2018-02-02 16:05:40+00:00
FoxNews,Happening Now: Awaiting expected release of GOP memo; @johnrobertsFox reports. https://t.co/GhKHr1mpOZ https://t.co/QjJpxvd6GA,0.0,0.0,1.0,0.0,2018-02-02 16:08:38+00:00
BBCWorld,South Sudan: US bans arms sales and urges others to follow https://t.co/ivCYuUHBTI,0.0,0.0,1.0,0.0,2018-02-02 16:12:43+00:00
BBCWorld,South Sudan: US bans arms sales and urges others to follow https://t.co/ivCYuUHBTI,0.0,0.0,1.0,0.0,2018-02-02 16:12:43+00:00
nytimes,"RT @nytimesworld: The Interpreter: Six scenarios for the future of Afghanistan, and all of them admitting a form of defeat https://t.co/wh8…",0.0,0.136,0.864,-0.4588,2018-02-02 16:13:04+00:00
FoxNews,".@jasoninthehouse: ""I find it curious that the @FBI is saying 'Please, don't release the names...' We don't want to… https://t.co/Qbu9oXehYh",0.107,0.057,0.836,0.2681,2018-02-02 16:14:01+00:00
FoxNews,.@POTUS Compares @NancyPelosi's 'Crumbs' Remark to @HillaryClinton's 'Deplorables' Insult https://t.co/S2JhnTmaEi https://t.co/9siyj2wHK3,0.0,0.248,0.752,-0.5106,2018-02-02 16:16:01+00:00
CNN,Amazon's idea for employee-tracking wearables raises concerns https://t.co/BJHHU22EP4 https://t.co/8iQAz7ltGp,0.0,0.0,1.0,0.0,2018-02-02 16:21:02+00:00
FoxNews,"Teacher singled out black students, stepped on them during slavery lesson, report says https://t.co/JSoFXCWWCI",0.0,0.27,0.73,-0.7003,2018-02-02 16:23:53+00:00
FoxNews,"Disabled @USArmy veteran's service dog found shot in head, dumped near railroad tracks https://t.co/qaOcfk2rYU",0.0,0.172,0.828,-0.4019,2018-02-02 16:26:12+00:00
FoxNews,"On #Hannity last night, @jasoninthehouse discussed the @FBI's reaction to the impending release of the FISA memo.… https://t.co/xxcsBzIDCh",0.0,0.0,1.0,0.0,2018-02-02 16:29:05+00:00
CNN,"16 more children have died from the flu, bringing the total number of pediatric flu-related deaths to 53 for the se… https://t.co/L7GHB8zxrD",0.049,0.242,0.71,-0.7322,2018-02-02 16:32:31+00:00
BBCWorld,"RT @BBCNews: Are we stuck with plastic drinking straws?

A leading manufacturer says greener alternatives are too costly

https://t.co/bvxe…",0.0,0.175,0.825,-0.34,2018-02-02 16:34:30+00:00
BBCWorld,"RT @BBCNews: Are we stuck with plastic drinking straws?

A leading manufacturer says greener alternatives are too costly

https://t.co/bvxe…",0.0,0.175,0.825,-0.34,2018-02-02 16:34:30+00:00
FoxNews,".@POTUS, yesterday: ""@OrrinHatch... once said I'm the greatest President in the history of our country. And I said,… https://t.co/0gNur3P3rl",0.198,0.0,0.802,0.6369,2018-02-02 16:35:06+00:00
nytimes,You can afford a financial planner for about the price of a bundled cable bill https://t.co/bRPPOG3ywT,0.0,0.0,1.0,0.0,2018-02-02 16:38:03+00:00
BBCWorld,Victims' father attacks Larry Nassar in courtroom https://t.co/uEVSiZnApe,0.0,0.464,0.536,-0.6369,2018-02-02 16:39:17+00:00
BBCWorld,Victims' father attacks Larry Nassar in courtroom https://t.co/uEVSiZnApe,0.0,0.464,0.536,-0.6369,2018-02-02 16:39:17+00:00
FoxNews,"Trump blasts 'politicized' FBI, Justice, as expected release of damning memo nears https://t.co/zCRGahckRJ",0.202,0.143,0.655,0.25,2018-02-02 16:42:22+00:00
FoxNews,".@NancyPelosi: ""It's a bogus memo. It's not based on fact."" https://t.co/tdXiIGDNNv https://t.co/8QfI38gHMq",0.0,0.0,1.0,0.0,2018-02-02 16:43:17+00:00
FoxNews,".@RandPaul: ""The American public needs to see this [memo] because we need to know was an entire investigation of a… https://t.co/XiJEoIeBDH",0.0,0.0,1.0,0.0,2018-02-02 16:43:58+00:00
CNN,Rotten Tomatoes condemns plan to flood 'Black Panther' with negative reviews https://t.co/kkdDmAypBZ https://t.co/gqpT9H5AEk,0.0,0.507,0.493,-0.8834,2018-02-02 16:44:14+00:00
FoxNews,".@Comey rips 'weasels and liars,' invokes Joe McCarthy in Twitter rant https://t.co/p16pVeFSBS https://t.co/OnQTLx4K5W",0.0,0.167,0.833,-0.34,2018-02-02 16:44:17+00:00
BBCWorld,Ballet dancer playing Romeo proposes to real-life Juliet https://t.co/wGsU95oEkf,0.184,0.0,0.816,0.2023,2018-02-02 16:48:52+00:00
